match_id,condition,delta_t,alpha,vmax
J03WPY,constant_no_noise,0.2,0.9525946580636798,12.421476083892612
J03WPY,constant_no_noise,0.48,0.9472145873764266,12.400887109822321
J03WPY,constant_no_noise,1.0,0.9445462083865073,12.396038910491137
J03WPY,constant_no_noise,2.0,0.9417743159168893,12.394355235445824
J03WPY,constant_no_noise,3.0,0.9391131392599623,12.393890612348988
J03WPY,constant_noise_sigma0.1,0.2,0.954002613299012,13.751201313143842
J03WPY,constant_noise_sigma0.1,0.48,0.9469649643193817,12.45086120928947
J03WPY,constant_noise_sigma0.1,1.0,0.9443102489358196,12.401409415048123
J03WPY,constant_noise_sigma0.1,2.0,0.9417676673820315,12.395246256336515
J03WPY,constant_noise_sigma0.1,3.0,0.9390373130633389,12.394263570546292
J03WPY,constant_noise_sigma0.3,0.2,0.9568196313941585,23.65160776543766
J03WPY,constant_noise_sigma0.3,0.48,0.9464657099315955,12.828583701246862
J03WPY,constant_noise_sigma0.3,1.0,0.9438385120182519,12.431487683953678
J03WPY,constant_noise_sigma0.3,2.0,0.9417543936153225,12.399028978618446
J03WPY,constant_noise_sigma0.3,3.0,0.9388856678506968,12.395619507702346
J03WPY,constant_noise_sigma0.5,0.2,0.95963769086809,36.37357251379285
J03WPY,constant_noise_sigma0.5,0.48,0.9459665321863413,13.625106256668747
J03WPY,constant_noise_sigma0.5,1.0,0.9433669110862433,12.487537258389107
J03WPY,constant_noise_sigma0.5,2.0,0.9417411200430686,12.405481321541199
J03WPY,constant_noise_sigma0.5,3.0,0.9387340565582806,12.397789000693312
J03WPY,constant_noise_sigma1.0,0.2,0.9666874003067452,69.71967910938132
J03WPY,constant_noise_sigma1.0,0.48,0.9447189229909352,17.51038891111184
J03WPY,constant_noise_sigma1.0,1.0,0.9421885032211166,12.744531283735121
J03WPY,constant_noise_sigma1.0,2.0,0.9417079369631391,12.433316766550032
J03WPY,constant_noise_sigma1.0,3.0,0.9383551766417848,12.406775890050795
J03WPY,timevarying_no_noise,0.2,0.024093914361114938,186.03716064792516
J03WPY,timevarying_no_noise,0.48,0.024916072075087302,175.17237466462245
J03WPY,timevarying_no_noise,1.0,0.057070273843470375,72.33787995218233
J03WPY,timevarying_no_noise,2.0,0.22522238402955266,15.397176595677637
J03WPY,timevarying_no_noise,3.0,0.32639947032611355,9.345392522542802
J03WPY,timevarying_noise,0.2,0.027830936021738407,690.0035118802799
J03WPY,timevarying_noise,0.48,0.02435529066659283,215.1036615801961
J03WPY,timevarying_noise,1.0,0.05666842411446864,73.63460363798819
J03WPY,timevarying_noise,2.0,0.2252139112629133,15.42123645022373
J03WPY,timevarying_noise,3.0,0.3263167796758012,9.350428512715593
J03WMX,constant_no_noise,0.2,0.9135086457592159,12.68620066226232
J03WMX,constant_no_noise,0.48,0.9083790122886961,12.66426833776396
J03WMX,constant_no_noise,1.0,0.905849133416183,12.659107354520058
J03WMX,constant_no_noise,2.0,0.9032567280097725,12.657308266058122
J03WMX,constant_no_noise,3.0,0.9007933968172885,12.656810037495095
J03WMX,constant_noise_sigma0.1,0.2,0.9149093553234973,14.098571969389493
J03WMX,constant_noise_sigma0.1,0.48,0.9081322413720752,12.716861282005446
J03WMX,constant_noise_sigma0.1,1.0,0.9056187401836977,12.664725206266237
J03WMX,constant_noise_sigma0.1,2.0,0.9032503598357668,12.65822124302966
J03WMX,constant_noise_sigma0.1,3.0,0.9007217517095103,12.657198314699862
J03WMX,constant_noise_sigma0.3,0.2,0.9177119560923804,24.49646318774884
J03WMX,constant_noise_sigma0.3,0.48,0.9076389183171248,13.114685791932006
J03WMX,constant_noise_sigma0.3,1.0,0.9051580483807421,12.696105547973639
J03WMX,constant_noise_sigma0.3,2.0,0.903237640937487,12.66209898638041
J03WMX,constant_noise_sigma0.3,3.0,0.9005785003249612,12.658592869153393
J03WMX,constant_noise_sigma0.5,0.2,0.9205155883057028,37.76091968729735
J03WMX,constant_noise_sigma0.5,0.48,0.907145670222206,13.95545831962529
J03WMX,constant_noise_sigma0.5,1.0,0.9046974867745482,12.75453888682235
J03WMX,constant_noise_sigma0.5,2.0,0.9032249222193479,12.668713513020855
J03WMX,constant_noise_sigma0.5,3.0,0.9004352796611641,12.660812322888805
J03WMX,constant_noise_sigma1.0,0.2,0.9275291860650139,72.44798487992631
J03WMX,constant_noise_sigma1.0,0.48,0.9059128777962173,18.035075699025427
J03WMX,constant_noise_sigma1.0,1.0,0.9035466519264906,13.0224425559019
J03WMX,constant_noise_sigma1.0,2.0,0.9031931262120887,12.697248992295275
J03WMX,constant_noise_sigma1.0,3.0,0.9000773623296144,12.669973795224744
J03WMX,timevarying_no_noise,0.2,0.02117126102285951,213.8802790634458
J03WMX,timevarying_no_noise,0.48,0.02276994722131999,193.86945782769945
J03WMX,timevarying_no_noise,1.0,0.06550316266030953,63.77284212582915
J03WMX,timevarying_no_noise,2.0,0.24842597364645305,14.166870786359008
J03WMX,timevarying_no_noise,3.0,0.349230289353122,8.985225617030677
J03WMX,timevarying_noise,0.2,0.024906775375047253,771.210628161017
J03WMX,timevarying_noise,0.48,0.022209472662109667,237.61128589048698
J03WMX,timevarying_noise,1.0,0.06509904333111406,64.84645022975181
J03WMX,timevarying_noise,2.0,0.2484172727855546,14.188950245391487
J03WMX,timevarying_noise,3.0,0.34914411927845673,8.989925209769227
J03WN1,constant_no_noise,0.2,0.9382918996264181,12.380542537214042
J03WN1,constant_no_noise,0.48,0.9330079831234523,12.359404380236171
J03WN1,constant_no_noise,1.0,0.9303993117275521,12.354453342976239
J03WN1,constant_no_noise,2.0,0.9277144748886647,12.352735838427014
J03WN1,constant_no_noise,3.0,0.9251520168036342,12.352263082460912
J03WN1,constant_noise_sigma0.1,0.2,0.9396973510708375,13.757023722254882
J03WN1,constant_noise_sigma0.1,0.48,0.9327594055092354,12.410785013219492
J03WN1,constant_noise_sigma0.1,1.0,0.9301654657452095,12.35992046744972
J03WN1,constant_noise_sigma0.1,2.0,0.9277079646259995,12.353637120682672
J03WN1,constant_noise_sigma0.1,3.0,0.9250777130407184,12.352636800986545
J03WN1,constant_noise_sigma0.3,0.2,0.9425090860328157,23.89430980297915
J03WN1,constant_noise_sigma0.3,0.48,0.9322623279387648,12.799884842913308
J03WN1,constant_noise_sigma0.3,1.0,0.9296977920752864,12.390697374044946
J03WN1,constant_noise_sigma0.3,2.0,0.9276948955715557,12.357481918394713
J03WN1,constant_noise_sigma0.3,3.0,0.9249291669557518,12.35400622825492
J03WN1,constant_noise_sigma0.5,0.2,0.9453218587282622,36.83156405453002
J03WN1,constant_noise_sigma0.5,0.48,0.9317653263914257,13.622525392233083
J03WN1,constant_noise_sigma0.5,1.0,0.9292302522486792,12.448122946509393
J03WN1,constant_noise_sigma0.5,2.0,0.9276818267062336,12.364049627041233
J03WN1,constant_noise_sigma0.5,3.0,0.9247806535954413,12.356202136634337
J03WN1,constant_noise_sigma1.0,0.2,0.952358335248499,70.67372638541703
J03WN1,constant_noise_sigma1.0,0.48,0.9305231549825846,17.61259287890281
J03WN1,constant_noise_sigma1.0,1.0,0.9280619877853638,12.711718983149936
J03WN1,constant_noise_sigma1.0,2.0,0.9276491553703021,12.392407735457263
J03WN1,constant_noise_sigma1.0,3.0,0.9244095132827869,12.365311731366738
J03WN1,timevarying_no_noise,0.2,0.025181120060934068,177.2155858417682
J03WN1,timevarying_no_noise,0.48,0.025801333201689255,168.40961637664887
J03WN1,timevarying_no_noise,1.0,0.05274935423215316,78.21476776379077
J03WN1,timevarying_no_noise,2.0,0.21776111538835463,15.957110062902087
J03WN1,timevarying_no_noise,3.0,0.31985924247489844,9.54365692633483
J03WN1,timevarying_noise,0.2,0.02891843256580835,663.9747002214942
J03WN1,timevarying_noise,0.48,0.025240432812665897,206.97155932060522
J03WN1,timevarying_noise,1.0,0.052348625207989066,79.66004368566638
J03WN1,timevarying_noise,2.0,0.21775276168938448,15.981764893922467
J03WN1,timevarying_noise,3.0,0.31977755657551826,9.548777464242681
J03WOH,constant_no_noise,0.2,1.0876968581459614,11.172878459657246
