match_id,condition,delta_t,alpha,vmax
J03WQQ,constant_no_noise,0.2,1.074736568247498,11.501822861154828
J03WQQ,constant_no_noise,0.48,1.0685782349258544,11.484571699430802
J03WQQ,constant_no_noise,1.0,1.0654821263661374,11.480547096723702
J03WQQ,constant_no_noise,2.0,1.0621533848487539,11.479161084837678
J03WQQ,constant_no_noise,3.0,1.0588737711133889,11.478783967310239
J03WQQ,constant_noise_sigma0.1,0.2,1.0761671064191065,12.642591958095057
J03WQQ,constant_noise_sigma0.1,0.48,1.0683190641351765,11.528434297977995
J03WQQ,constant_noise_sigma0.1,1.0,1.0652282716786259,11.485289587038272
J03WQQ,constant_noise_sigma0.1,2.0,1.0621458215957869,11.47999842000971
J03WQQ,constant_noise_sigma0.1,3.0,1.0587836717600467,11.479113278323316
J03WQQ,constant_noise_sigma0.3,0.2,1.079029593498881,21.317303904952077
J03WQQ,constant_noise_sigma0.3,0.48,1.0678008787147981,11.860029136336381
J03WQQ,constant_noise_sigma0.3,1.0,1.06472058269658,11.512340728487427
J03WQQ,constant_noise_sigma0.3,2.0,1.0621306901295209,11.48357864961433
J03WQQ,constant_noise_sigma0.3,3.0,1.058603465332617,11.480372384999058
J03WQQ,constant_noise_sigma0.5,0.2,1.0818931535668408,32.63009416424799
J03WQQ,constant_noise_sigma0.5,0.48,1.0672827754171317,12.556825000024975
J03WQQ,constant_noise_sigma0.5,1.0,1.064213049290705,11.562974861933885
J03WQQ,constant_noise_sigma0.5,2.0,1.0621155589088351,11.489700531765106
J03WQQ,constant_noise_sigma0.5,3.0,1.058423304597292,11.482431074670867
J03WQQ,constant_noise_sigma1.0,0.2,1.0890567529905106,62.43171655372724
J03WQQ,constant_noise_sigma1.0,0.48,1.0659878763014774,15.984908530828253
J03WQQ,constant_noise_sigma1.0,1.0,1.062944895849594,11.795604746227518
J03WQQ,constant_noise_sigma1.0,2.0,1.0620777319314862,11.516149413638306
J03WQQ,constant_noise_sigma1.0,3.0,1.057973102531498,11.49107986764493
J03WQQ,timevarying_no_noise,0.2,0.03695792127690664,124.23699115116975
J03WQQ,timevarying_no_noise,0.48,0.039355009911901724,113.92602669496638
J03WQQ,timevarying_no_noise,1.0,0.08999267714679964,47.30571102690346
J03WQQ,timevarying_no_noise,2.0,0.2750248349860197,13.1869928048812
J03WQQ,timevarying_no_noise,3.0,0.3764248645437016,8.62483779274849
J03WQQ,timevarying_noise,0.2,0.040701219812267715,472.7029057059144
J03WQQ,timevarying_noise,0.48,0.038791572918488,137.56559289446432
J03WQQ,timevarying_noise,1.0,0.08958196073646804,48.01340470352773
J03WQQ,timevarying_noise,2.0,0.27501582173944505,13.207013652907152
J03WQQ,timevarying_noise,3.0,0.37633436005453347,8.629195464980837
