match_id,condition,delta_t,alpha,vmax
J03WMX,constant_no_noise,0.2,0.9135086457592159,12.68620066226232
J03WMX,constant_no_noise,0.48,0.9083790122886961,12.66426833776396
J03WMX,constant_no_noise,1.0,0.905849133416183,12.659107354520058
J03WMX,constant_no_noise,2.0,0.9032567280097725,12.657308266058122
J03WMX,constant_no_noise,3.0,0.9007933968172885,12.656810037495095
J03WMX,constant_noise_sigma0.1,0.2,0.9149093553234973,14.098571969389493
J03WMX,constant_noise_sigma0.1,0.48,0.9081322413720752,12.716861282005446
J03WMX,constant_noise_sigma0.1,1.0,0.9056187401836977,12.664725206266237
J03WMX,constant_noise_sigma0.1,2.0,0.9032503598357668,12.65822124302966
J03WMX,constant_noise_sigma0.1,3.0,0.9007217517095103,12.657198314699862
J03WMX,constant_noise_sigma0.3,0.2,0.9177119560923804,24.49646318774884
J03WMX,constant_noise_sigma0.3,0.48,0.9076389183171248,13.114685791932006
J03WMX,constant_noise_sigma0.3,1.0,0.9051580483807421,12.696105547973639
J03WMX,constant_noise_sigma0.3,2.0,0.903237640937487,12.66209898638041
J03WMX,constant_noise_sigma0.3,3.0,0.9005785003249612,12.658592869153393
J03WMX,constant_noise_sigma0.5,0.2,0.9205155883057028,37.76091968729735
J03WMX,constant_noise_sigma0.5,0.48,0.907145670222206,13.95545831962529
J03WMX,constant_noise_sigma0.5,1.0,0.9046974867745482,12.75453888682235
J03WMX,constant_noise_sigma0.5,2.0,0.9032249222193479,12.668713513020855
J03WMX,constant_noise_sigma0.5,3.0,0.9004352796611641,12.660812322888805
J03WMX,constant_noise_sigma1.0,0.2,0.9275291860650139,72.44798487992631
J03WMX,constant_noise_sigma1.0,0.48,0.9059128777962173,18.035075699025427
J03WMX,constant_noise_sigma1.0,1.0,0.9035466519264906,13.0224425559019
J03WMX,constant_noise_sigma1.0,2.0,0.9031931262120887,12.697248992295275
J03WMX,constant_noise_sigma1.0,3.0,0.9000773623296144,12.669973795224744
J03WMX,timevarying_no_noise,0.2,0.02117126102285951,213.8802790634458
J03WMX,timevarying_no_noise,0.48,0.02276994722131999,193.86945782769945
J03WMX,timevarying_no_noise,1.0,0.06550316266030953,63.77284212582915
J03WMX,timevarying_no_noise,2.0,0.24842597364645305,14.166870786359008
J03WMX,timevarying_no_noise,3.0,0.349230289353122,8.985225617030677
J03WMX,timevarying_noise,0.2,0.024906775375047253,771.210628161017
J03WMX,timevarying_noise,0.48,0.022209472662109667,237.61128589048698
J03WMX,timevarying_noise,1.0,0.06509904333111406,64.84645022975181
J03WMX,timevarying_noise,2.0,0.2484172727855546,14.188950245391487
J03WMX,timevarying_noise,3.0,0.34914411927845673,8.989925209769227
